add another song to the cita romántica playlist.	AddToPlaylist music_itemOPEN song CLOSEmusic_item playlistOPEN cita romántica CLOSEplaylist
rate this  textbook a 4	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN textbook CLOSEobject_type rating_valueOPEN 4 CLOSErating_value
rate this  essay  4 of 6  stars	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN essay CLOSEobject_type rating_valueOPEN 4 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit
i gave the current  series  0  points	RateBook object_selectOPEN current CLOSEobject_select object_part_of_series_typeOPEN series CLOSEobject_part_of_series_type rating_valueOPEN 0 CLOSErating_value rating_unitOPEN points CLOSErating_unit
rate the at the villa rose  series  3 of 6	RateBook object_nameOPEN at the villa rose CLOSEobject_name object_part_of_series_typeOPEN series CLOSEobject_part_of_series_type rating_valueOPEN 3 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
rate this  book  1 out of 6	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN 1 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
put a rating on this  book of three	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN three CLOSErating_value
rate this  novel  3 out of 6  points .	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN novel CLOSEobject_type rating_valueOPEN 3 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN points CLOSErating_unit
give 2 out of 6  stars to current  chronicle	RateBook rating_valueOPEN 2 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit object_selectOPEN current CLOSEobject_select object_part_of_series_typeOPEN chronicle CLOSEobject_part_of_series_type
this current  book only nets 3 out of 6  points	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN 3 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN points CLOSErating_unit
give this  book  2 out of 6  stars .	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN 2 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit
rate the current  book  3 out of 6	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN 3 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
rate peveril of the peak a five	RateBook object_nameOPEN peveril of the peak CLOSEobject_name rating_valueOPEN five CLOSErating_value
rate the empty throne a 4	RateBook object_nameOPEN the empty throne CLOSEobject_name rating_valueOPEN 4 CLOSErating_value
when religion becomes evil is only worth 1  stars	RateBook object_nameOPEN when religion becomes evil CLOSEobject_name rating_valueOPEN 1 CLOSErating_value rating_unitOPEN stars CLOSErating_unit
i give the previous  novel  one out of 6  stars .	RateBook object_selectOPEN previous CLOSEobject_select object_typeOPEN novel CLOSEobject_type rating_valueOPEN one CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit
dragon age: the stolen throne gets 1  points	RateBook object_nameOPEN dragon age: the stolen throne CLOSEobject_name rating_valueOPEN 1 CLOSErating_value rating_unitOPEN points CLOSErating_unit
assign 0  points out of 6 to the gate of worlds	RateBook rating_valueOPEN 0 CLOSErating_value rating_unitOPEN points CLOSErating_unit best_ratingOPEN 6 CLOSEbest_rating object_nameOPEN the gate of worlds CLOSEobject_name
i want to give the cat who walks through walls a 1	RateBook object_nameOPEN the cat who walks through walls CLOSEobject_name rating_valueOPEN 1 CLOSErating_value
i give the last  textbook  one out of 6  points .	RateBook object_selectOPEN last CLOSEobject_select object_typeOPEN textbook CLOSEobject_type rating_valueOPEN one CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN points CLOSErating_unit
give beauty is in the street  three out of 6  stars	RateBook object_nameOPEN beauty is in the street CLOSEobject_name rating_valueOPEN three CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit
rate making sense of marx  2  stars .	RateBook object_nameOPEN making sense of marx CLOSEobject_name rating_valueOPEN 2 CLOSErating_value rating_unitOPEN stars CLOSErating_unit
give song of scarabaeus  five of 6  stars	RateBook object_nameOPEN song of scarabaeus CLOSEobject_name rating_valueOPEN five CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit
rate this  essay  1  stars	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN essay CLOSEobject_type rating_valueOPEN 1 CLOSErating_value rating_unitOPEN stars CLOSErating_unit
i'd rate this  essay  1 out of 6	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN essay CLOSEobject_type rating_valueOPEN 1 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
i rate observations  one  points	RateBook object_nameOPEN observations CLOSEobject_name rating_valueOPEN one CLOSErating_value rating_unitOPEN points CLOSErating_unit
give wannabe: how the spice girls reinvented pop fame  2  points	RateBook object_nameOPEN wannabe: how the spice girls reinvented pop fame CLOSEobject_name rating_valueOPEN 2 CLOSErating_value rating_unitOPEN points CLOSErating_unit
i give life during wartime a one out of 6 .	RateBook object_nameOPEN life during wartime CLOSEobject_name rating_valueOPEN one CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
rate cotton comes to harlem a 2 	RateBook object_nameOPEN cotton comes to harlem CLOSEobject_name rating_valueOPEN 2 CLOSErating_value
add a rating of zero  points out of 6 to the inheritance of loss	RateBook rating_valueOPEN zero CLOSErating_value rating_unitOPEN points CLOSErating_unit best_ratingOPEN 6 CLOSEbest_rating object_nameOPEN the inheritance of loss CLOSEobject_name
for the book  the mirrored heavens i give one of a possiable 6  stars	RateBook object_typeOPEN book CLOSEobject_type object_nameOPEN the mirrored heavens CLOSEobject_name rating_valueOPEN one CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit
i give this  book a 3 out of 6 .	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN 3 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
i would rate this  novel a four	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN novel CLOSEobject_type rating_valueOPEN four CLOSErating_value
rate break no bones  series a 1 of 6	RateBook object_nameOPEN break no bones CLOSEobject_name object_part_of_series_typeOPEN series CLOSEobject_part_of_series_type rating_valueOPEN 1 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
rate the current  album  5  points	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN album CLOSEobject_type rating_valueOPEN 5 CLOSErating_value rating_unitOPEN points CLOSErating_unit
give the televised morality  series a one .	RateBook object_nameOPEN televised morality CLOSEobject_name object_part_of_series_typeOPEN series CLOSEobject_part_of_series_type rating_valueOPEN one CLOSErating_value
rate this  chronicle a 0	RateBook object_selectOPEN this CLOSEobject_select object_part_of_series_typeOPEN chronicle CLOSEobject_part_of_series_type rating_valueOPEN 0 CLOSErating_value
rate the book  saga  a coin in nine hands  0  points	RateBook object_typeOPEN book CLOSEobject_type object_part_of_series_typeOPEN saga CLOSEobject_part_of_series_type object_nameOPEN a coin in nine hands CLOSEobject_name rating_valueOPEN 0 CLOSErating_value rating_unitOPEN points CLOSErating_unit
the complex: how the military invades our everyday lives has a best rating of 6  stars but i will give it zero	RateBook object_nameOPEN the complex: how the military invades our everyday lives CLOSEobject_name best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit rating_valueOPEN zero CLOSErating_value
this  album is rated at a 0 out of a possible 6 .	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN album CLOSEobject_type rating_valueOPEN 0 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
give two  points to one virgin too many	RateBook rating_valueOPEN two CLOSErating_value rating_unitOPEN points CLOSErating_unit object_nameOPEN one virgin too many CLOSEobject_name
can you give this  textbook a 2 out of 6 ?	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN textbook CLOSEobject_type rating_valueOPEN 2 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
give 4 out of 6  stars to this  textbook	RateBook rating_valueOPEN 4 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit object_selectOPEN this CLOSEobject_select object_typeOPEN textbook CLOSEobject_type
i rate the book  creature in the teacher  3  stars	RateBook object_typeOPEN book CLOSEobject_type object_nameOPEN creature in the teacher CLOSEobject_name rating_valueOPEN 3 CLOSErating_value rating_unitOPEN stars CLOSErating_unit
rate the current  book a three	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN three CLOSErating_value
rate this book titled the gray prince  5  points	RateBook object_typeOPEN book CLOSEobject_type object_nameOPEN the gray prince CLOSEobject_name rating_valueOPEN 5 CLOSErating_value rating_unitOPEN points CLOSErating_unit
rate this  novel  4 out of 6 	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN novel CLOSEobject_type rating_valueOPEN 4 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
give this  essay  four  stars / 6 .	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN essay CLOSEobject_type rating_valueOPEN four CLOSErating_value rating_unitOPEN stars CLOSErating_unit best_ratingOPEN 6 CLOSEbest_rating
i rate the book  time and stars  two  points	RateBook object_typeOPEN book CLOSEobject_type object_nameOPEN time and stars CLOSEobject_name rating_valueOPEN two CLOSErating_value rating_unitOPEN points CLOSErating_unit
rate my current  novel  3 out of 6	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN novel CLOSEobject_type rating_valueOPEN 3 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
i want to give this  book  three out of 6  stars	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN three CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit
rate the bishop a 1	RateBook object_nameOPEN the bishop CLOSEobject_name rating_valueOPEN 1 CLOSErating_value
rate the joy of gay sex a 5 out of 6	RateBook object_nameOPEN the joy of gay sex CLOSEobject_name rating_valueOPEN 5 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
rate this  textbook  zero  stars	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN textbook CLOSEobject_type rating_valueOPEN zero CLOSErating_value rating_unitOPEN stars CLOSErating_unit
add this current  book  five  stars	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN book CLOSEobject_type rating_valueOPEN five CLOSErating_value rating_unitOPEN stars CLOSErating_unit
i rate monster mythology  3  points .	RateBook object_nameOPEN monster mythology CLOSEobject_name rating_valueOPEN 3 CLOSErating_value rating_unitOPEN points CLOSErating_unit
the coming insurrection should get a rating of 1	RateBook object_nameOPEN the coming insurrection CLOSEobject_name rating_valueOPEN 1 CLOSErating_value
give the book  buzz about bees a 2 star rating out of 6 .	RateBook object_typeOPEN book CLOSEobject_type object_nameOPEN buzz about bees CLOSEobject_name rating_valueOPEN 2 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
i want to rate the current  textbook with 4	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN textbook CLOSEobject_type rating_valueOPEN 4 CLOSErating_value
this  album is five  stars .	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN album CLOSEobject_type rating_valueOPEN five CLOSErating_value rating_unitOPEN stars CLOSErating_unit
rate adventures in stationery  saga  5  stars	RateBook object_nameOPEN adventures in stationery CLOSEobject_name object_part_of_series_typeOPEN saga CLOSEobject_part_of_series_type rating_valueOPEN 5 CLOSErating_value rating_unitOPEN stars CLOSErating_unit
freud: a life for our time deserves a solid 4	RateBook object_nameOPEN freud: a life for our time CLOSEobject_name rating_valueOPEN 4 CLOSErating_value
give this  textbook  3  stars .	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN textbook CLOSEobject_type rating_valueOPEN 3 CLOSErating_value rating_unitOPEN stars CLOSErating_unit
rate this  novel  four  stars	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN novel CLOSEobject_type rating_valueOPEN four CLOSErating_value rating_unitOPEN stars CLOSErating_unit
rate this  album a 2	RateBook object_selectOPEN this CLOSEobject_select object_typeOPEN album CLOSEobject_type rating_valueOPEN 2 CLOSErating_value
rate my current  album  3  stars	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN album CLOSEobject_type rating_valueOPEN 3 CLOSErating_value rating_unitOPEN stars CLOSErating_unit
i would give basic battle skills a rating of four	RateBook object_nameOPEN basic battle skills CLOSEobject_name rating_valueOPEN four CLOSErating_value
i would rate tree of smoke a value of two or a best rating of 6	RateBook object_nameOPEN tree of smoke CLOSEobject_name rating_valueOPEN two CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
rate the current  novel  1 of 6	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN novel CLOSEobject_type rating_valueOPEN 1 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
out of 6 give the morganville vampires a 1	RateBook best_ratingOPEN 6 CLOSEbest_rating object_nameOPEN the morganville vampires CLOSEobject_name rating_valueOPEN 1 CLOSErating_value
give 0 out of 6  stars to reality of certainty	RateBook rating_valueOPEN 0 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit object_nameOPEN reality of certainty CLOSEobject_name
diana in search of herself is average and gets a 3 out of 6  points	RateBook object_nameOPEN diana in search of herself CLOSEobject_name rating_valueOPEN 3 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN points CLOSErating_unit
rate this  saga  two with a bet rating of 6	RateBook object_selectOPEN this CLOSEobject_select object_part_of_series_typeOPEN saga CLOSEobject_part_of_series_type rating_valueOPEN two CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
i am giving this current  novel  4 out of 6  stars	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN novel CLOSEobject_type rating_valueOPEN 4 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating rating_unitOPEN stars CLOSErating_unit
i want to give the current  textbook  2 out of 6	RateBook object_selectOPEN current CLOSEobject_select object_typeOPEN textbook CLOSEobject_type rating_valueOPEN 2 CLOSErating_value best_ratingOPEN 6 CLOSEbest_rating
